trial,detection_rate,false_positive_rate,capex_M,reactive_annual_tco_M,nadissp_annual_tco_M,reactive_5yr_tco_M,nadissp_5yr_tco_M,delta_tco_M,npv_M,payback_year,irr,ac_cmaps_turbofan,ac_ai4i_manufacturing,ac_3w_offshore_well,ac_espset_pump
6603,0.8055,0.0797,377.522,259.53,36.24,1297.65,181.19,966.261,588.739,2.0,0.4247,321.958,342.351,142.351,133.284
6604,0.7088,0.0278,395.648,409.0,197.15,2044.99,985.77,907.993,512.345,3.0,0.3605,582.38,41.204,22.258,550.866
6605,0.821,0.2407,337.187,603.54,173.3,3017.68,866.52,1875.04,1537.853,1.0,1.0839,581.217,269.478,259.692,948.423
6606,0.763,0.0756,348.841,420.64,75.28,2103.22,376.41,1490.208,1141.367,2.0,0.8105,512.476,245.795,53.208,697.024
6607,0.5808,0.2195,357.236,468.93,112.85,2344.67,564.23,1574.188,1216.952,2.0,0.8395,318.238,560.596,274.242,528.913
6608,0.9137,0.2859,304.409,693.53,154.82,3467.67,774.08,2373.926,2069.517,1.0,1.5451,211.88,714.433,906.774,629.074
6609,0.8428,0.0905,404.128,426.3,160.95,2131.52,804.77,1143.134,739.006,2.0,0.4882,318.36,172.264,314.335,615.413
6610,0.8821,0.0773,420.534,458.3,218.64,2291.52,1093.21,1051.729,631.194,2.0,0.4106,663.187,26.112,445.263,149.995
6611,0.8076,0.107,365.878,435.66,394.49,2178.31,1972.47,214.979,-150.899,,,335.449,139.062,0.697,280.763
6612,0.7529,0.1172,237.951,315.81,149.71,1579.04,748.53,704.872,466.921,2.0,0.5193,174.719,180.41,331.137,287.617
6613,0.9248,0.0464,264.007,312.31,116.23,1561.54,581.16,825.148,561.142,2.0,0.5567,246.46,120.661,145.447,487.595
6614,0.9119,0.034,399.208,414.48,252.51,2072.42,1262.57,670.081,270.873,3.0,0.2018,261.536,86.759,427.221,432.444
6615,0.8654,0.2925,311.236,530.29,239.13,2651.44,1195.63,1300.622,989.386,2.0,0.7903,593.998,325.055,403.813,252.662
6616,0.9239,0.0784,421.196,602.12,193.62,3010.62,968.1,1802.615,1381.419,2.0,0.8122,644.007,391.678,345.586,676.433
6617,0.8171,0.0423,256.309,412.24,19.97,2061.2,99.84,1677.852,1421.543,1.0,1.2884,456.129,316.21,531.415,236.974
6618,0.7015,0.2473,378.237,226.85,205.24,1134.26,1026.22,91.02,-287.217,,,117.146,133.555,77.172,-69.002
6619,0.8743,0.2262,288.361,561.06,97.29,2805.3,486.44,2054.973,1766.612,1.0,1.4077,629.059,459.636,416.748,592.858
6620,0.8548,0.0756,313.4,490.18,114.24,2450.88,571.2,1644.014,1330.614,1.0,1.0178,531.022,709.994,171.593,269.168
6621,0.9127,0.1976,444.522,459.88,186.82,2299.4,934.08,1172.037,727.515,2.0,0.4431,337.379,139.566,310.657,518.393
6622,0.7298,0.1273,338.619,211.73,164.19,1058.63,820.93,172.569,-166.05,,,383.825,36.564,88.121,-123.705
6623,0.8699,0.0587,366.285,582.99,87.88,2914.95,439.39,2196.976,1830.692,1.0,1.175,840.099,523.474,209.181,646.761
6624,0.8991,0.0349,667.479,282.48,56.12,1412.38,280.6,972.546,305.067,4.0,0.1402,0.0,217.954,328.583,452.201
6625,0.7284,0.0253,272.376,635.55,261.67,3177.73,1308.37,1651.446,1379.07,1.0,1.1885,513.164,413.265,469.294,518.509
6626,0.8989,0.1047,399.444,395.89,20.8,1979.46,104.02,1642.644,1243.2,2.0,0.7759,249.106,206.316,448.699,609.005
6627,0.787,0.1639,286.972,629.22,316.88,3146.12,1584.4,1399.252,1112.28,2.0,0.9397,586.511,308.544,298.463,771.155
6628,0.8995,0.0437,495.817,700.67,189.98,3503.37,949.9,2178.968,1683.151,2.0,0.8369,498.287,665.882,744.61,372.355
6629,0.7539,0.0476,353.497,388.6,403.98,1943.02,2019.91,15.381,-338.116,,,105.247,114.138,229.683,242.867
6630,0.6814,0.1938,402.895,427.78,202.26,2138.89,1011.3,974.507,571.612,3.0,0.3908,374.663,321.833,190.334,358.305
6631,0.9121,0.0782,317.347,463.18,63.02,2315.9,315.11,1728.945,1411.598,1.0,1.0603,379.421,159.605,771.082,313.797
6632,0.8372,0.1093,458.822,582.99,200.2,2914.94,1001.02,1690.949,1232.127,2.0,0.6824,287.328,262.323,312.14,1070.273
6633,0.8308,0.1517,371.603,307.7,71.85,1538.5,359.25,992.544,620.941,2.0,0.4512,68.52,303.51,546.329,150.789
6634,0.8926,0.2515,367.216,342.49,207.69,1712.43,1038.44,572.633,205.417,4.0,0.169,208.361,359.493,113.394,291.938
6635,0.7077,0.0955,395.894,570.74,121.42,2853.68,607.11,1911.77,1515.877,2.0,0.9297,252.468,151.354,760.411,784.551
6636,0.8386,0.137,283.118,569.24,283.23,2846.21,1416.15,1233.212,950.093,2.0,0.8285,403.885,114.965,357.247,937.487
6637,0.9161,0.0743,320.965,354.43,87.82,1772.16,439.11,1185.096,864.131,2.0,0.6839,436.491,111.187,322.059,389.29
6638,0.9141,0.0253,277.734,586.76,103.25,2933.78,516.26,2103.875,1826.14,1.0,1.4995,525.59,266.941,597.086,665.401
6639,0.9001,0.1324,266.401,472.37,318.34,2361.84,1591.72,703.376,436.975,2.0,0.4439,519.027,134.797,466.12,57.612
6640,0.7315,0.1152,343.38,512.64,389.22,2563.21,1946.11,554.327,210.947,4.0,0.1843,187.033,815.935,202.591,-110.797
6641,0.7975,0.3713,361.389,651.22,268.88,3256.09,1344.42,1662.808,1301.419,2.0,0.8812,323.359,345.976,597.616,744.852
6642,0.7914,0.117,479.042,749.89,190.99,3749.45,954.93,2383.433,1904.39,2.0,0.9607,588.713,698.574,655.947,612.518
6643,0.7258,0.1937,372.431,537.69,265.59,2688.44,1327.96,1132.169,759.737,2.0,0.5371,327.018,407.877,339.508,450.35
6644,0.9096,0.1302,237.379,369.11,177.89,1845.57,889.47,824.681,587.303,2.0,0.6354,318.487,180.814,125.935,493.324
6645,0.8024,0.1499,300.494,241.25,25.04,1206.27,125.18,954.655,654.161,2.0,0.5685,93.996,189.841,200.083,420.453
6646,0.7244,0.0446,272.945,380.83,120.6,1904.14,603.02,1094.408,821.463,2.0,0.7536,391.061,184.903,280.254,351.159
6647,0.8451,0.1016,282.264,331.07,219.68,1655.36,1098.4,417.607,135.344,4.0,0.1466,536.435,161.758,113.735,-43.805
6648,0.8608,0.1474,411.866,312.89,269.83,1564.45,1349.16,194.736,-217.13,,,355.872,95.176,104.581,95.581
6649,0.8782,0.0725,390.509,416.01,139.25,2080.07,696.24,1237.753,847.244,2.0,0.5668,481.441,227.144,99.973,582.682
6650,0.664,0.1159,362.157,300.59,118.16,1502.97,590.79,807.048,444.891,3.0,0.3441,118.179,150.574,440.658,258.214
6651,0.7385,0.1805,328.915,784.8,383.08,3923.98,1915.39,1734.233,1405.318,1.0,1.0234,677.881,385.247,830.171,311.476
6652,0.7668,0.0725,242.354,459.47,151.56,2297.35,757.8,1292.583,1050.229,1.0,1.0362,208.911,198.095,143.504,968.782
6653,0.9356,0.3801,384.565,670.77,182.23,3353.85,911.16,2095.763,1711.198,1.0,1.0606,603.573,399.479,185.665,1031.202
6654,0.8294,0.0368,369.333,213.63,134.39,1068.17,671.95,357.926,-11.408,,,0.0,138.765,173.053,282.362
6655,0.925,0.2003,301.201,520.11,27.35,2600.54,136.73,2158.625,1857.424,1.0,1.4159,336.772,312.328,631.254,725.862
6656,0.9697,0.07,384.129,420.21,158.88,2101.04,794.42,1185.702,801.572,2.0,0.5479,293.725,277.304,641.719,166.674
6657,0.8921,0.0322,275.142,626.93,150.52,3134.67,752.6,2010.477,1735.335,1.0,1.4447,498.156,479.195,666.949,563.324
6658,0.9134,0.1409,297.107,480.59,257.84,2402.95,1289.19,971.12,674.013,2.0,0.5892,246.497,471.791,303.27,311.072
6659,0.9022,0.1564,384.012,204.95,38.55,1024.76,192.76,705.872,321.86,3.0,0.2445,0.0,295.304,53.668,408.406
6660,0.9256,0.1216,399.768,538.58,189.7,2692.88,948.51,1493.986,1094.218,2.0,0.6938,443.55,348.819,324.838,605.755
6661,0.7042,0.1222,295.431,510.15,76.85,2550.74,384.26,1852.337,1556.905,1.0,1.2313,360.269,571.983,390.421,580.665
6662,0.728,0.2565,461.803,656.56,171.09,3282.78,855.43,2085.207,1623.403,2.0,0.8628,851.96,645.431,399.787,296.241
6663,0.7458,0.0623,252.482,619.46,159.78,3097.3,798.89,2012.204,1759.722,1.0,1.58,554.603,376.65,420.235,862.395
6664,0.8722,0.1837,319.616,300.97,147.49,1504.86,737.47,702.496,382.879,3.0,0.3365,363.376,135.274,192.242,224.895
6665,0.7982,0.0524,454.96,510.59,368.36,2552.94,1841.8,528.734,73.774,5.0,0.0523,470.451,-54.48,613.815,43.692
6666,0.8628,0.211,494.845,545.24,224.64,2726.18,1123.2,1358.554,863.709,2.0,0.4687,221.459,228.883,753.385,480.147
6667,0.837,0.1264,468.92,337.31,246.52,1686.55,1232.59,384.349,-84.57,,,213.273,149.765,328.614,160.969
6668,0.6009,0.1903,522.317,456.25,323.22,2281.24,1616.08,590.526,68.208,5.0,0.0424,376.002,305.892,353.583,60.033
6669,0.8856,0.1541,319.237,403.83,211.71,2019.15,1058.56,826.012,506.775,2.0,0.4314,577.868,397.263,98.734,188.368
6670,0.7562,0.1075,268.609,108.99,50.41,544.94,252.04,247.579,-21.03,,,275.239,0.0,0.0,41.144
6671,0.7763,0.1187,349.469,658.25,463.04,3291.26,2315.21,912.451,562.981,2.0,0.437,200.711,154.461,509.133,566.036
6672,0.6561,0.2274,315.846,399.97,289.89,1999.83,1449.47,524.534,208.688,4.0,0.197,365.652,116.336,116.359,412.988
6673,0.7779,0.1836,228.559,314.53,126.81,1572.63,634.05,815.592,587.033,2.0,0.6565,219.865,222.712,139.523,415.516
6674,0.8198,0.0188,491.351,178.38,74.76,891.88,373.82,446.055,-45.295,,,191.697,173.126,86.565,105.939
6675,0.9308,0.0359,373.407,552.56,463.79,2762.78,2318.94,412.229,38.822,5.0,0.0339,381.5,223.371,124.415,551.033
6676,0.8554,0.1956,324.272,338.22,80.85,1691.11,404.26,1106.698,782.427,2.0,0.6217,641.704,298.642,0.0,296.232
6677,0.9478,0.2934,388.625,361.65,137.24,1808.26,686.2,975.146,586.521,2.0,0.4126,360.664,316.958,335.237,198.681
6678,0.8114,0.2041,303.261,329.53,87.01,1647.66,435.07,1050.502,747.241,2.0,0.6332,0.0,164.196,302.532,671.346
6679,0.8293,0.1404,449.829,518.16,42.49,2590.82,212.43,2084.414,1634.585,2.0,0.8881,238.028,566.503,280.705,940.212
6680,0.845,0.0683,268.506,549.3,301.99,2746.48,1509.97,1041.897,773.391,2.0,0.7253,532.689,268.469,411.367,398.157
6681,0.8265,0.0775,212.637,433.22,268.81,2166.1,1344.04,721.527,508.89,2.0,0.6173,159.064,374.289,393.793,203.194
6682,0.7746,0.1177,252.798,352.59,117.69,1762.95,588.45,1007.286,754.488,2.0,0.7481,90.082,109.551,272.989,676.746
6683,0.8921,0.0937,422.249,351.83,150.97,1759.16,754.86,842.479,420.23,3.0,0.2853,106.966,156.939,203.31,671.043
6684,0.8854,0.1718,505.389,305.12,20.55,1525.62,102.75,1257.921,752.533,3.0,0.4078,350.997,356.138,232.796,211.225
6685,0.7924,0.0514,296.489,600.05,162.88,3000.27,814.42,1923.931,1627.443,1.0,1.2766,631.359,657.078,347.099,413.053
6686,0.774,0.1415,341.141,333.24,121.76,1666.21,608.78,957.265,616.124,2.0,0.483,186.558,283.334,321.245,299.582
6687,0.7208,0.0202,330.974,621.93,346.42,3109.64,1732.1,1215.141,884.167,2.0,0.6793,432.376,466.491,449.827,273.768
6688,0.8721,0.2744,312.816,491.27,117.88,2456.36,589.39,1650.024,1337.208,1.0,1.0239,440.236,120.613,325.82,918.896
6689,0.8446,0.0749,525.097,667.85,163.52,3339.25,817.6,2224.306,1699.209,2.0,0.8027,811.04,471.3,378.367,855.82
6690,0.9049,0.0171,367.395,446.21,277.13,2231.04,1385.63,726.846,359.451,3.0,0.2809,173.111,395.132,187.1,477.163
6691,0.905,0.0867,255.045,246.15,29.0,1230.75,144.99,912.638,657.593,2.0,0.6587,83.568,361.358,341.705,90.602
6692,0.8758,0.1576,368.886,470.06,234.31,2350.32,1171.53,996.612,627.726,2.0,0.4585,401.883,222.216,222.314,635.134
6693,0.8663,0.1639,392.603,492.54,392.47,2462.69,1962.37,405.111,12.508,5.0,0.0105,121.944,-67.046,415.663,345.319
6694,0.826,0.081,285.97,465.54,187.9,2327.71,939.49,1204.379,918.408,2.0,0.7974,208.234,278.55,497.148,511.554
6695,0.6768,0.0565,293.418,796.2,160.63,3980.99,803.14,2730.356,2436.938,1.0,1.8512,1142.121,345.561,437.392,878.166
6696,0.8461,0.1822,366.021,675.49,250.44,3377.46,1252.19,1783.676,1417.655,2.0,0.9391,328.549,444.496,722.155,512.543
6697,0.9261,0.379,363.288,566.71,54.05,2833.53,270.26,2217.702,1854.414,1.0,1.1971,438.998,449.626,330.295,944.572
6698,0.8288,0.0533,388.395,712.29,193.29,3561.46,966.46,2286.789,1898.393,1.0,1.152,337.872,253.617,654.286,1156.135
6699,0.8828,0.1638,409.333,778.58,230.17,3892.92,1150.87,2339.587,1930.254,1.0,1.1162,866.364,601.879,531.509,489.475
6700,0.8518,0.1814,316.193,521.14,172.7,2605.69,863.51,1497.196,1181.003,2.0,0.9097,463.731,431.244,426.022,420.891
6701,0.7776,0.377,553.652,338.4,163.45,1691.98,817.23,719.075,165.422,4.0,0.094,293.454,116.553,345.006,168.773
6702,0.8105,0.116,341.612,525.76,386.18,2628.78,1930.9,588.021,246.409,3.0,0.2134,386.26,56.27,536.594,108.937
6703,0.7507,0.1154,311.084,298.76,76.38,1493.82,381.9,961.321,650.237,2.0,0.5487,92.207,270.716,475.418,200.552
6704,0.8132,0.1103,449.076,458.59,136.55,2292.95,682.77,1351.331,902.255,2.0,0.5301,88.638,391.252,332.045,759.063
6705,0.909,0.0353,294.693,473.9,130.86,2369.52,654.31,1488.969,1194.275,1.0,0.9771,564.883,282.012,413.995,391.244
6706,0.8868,0.1243,391.054,851.71,39.56,4258.55,197.82,3501.019,3109.965,1.0,1.7798,1037.817,323.368,1022.913,869.544
6707,0.8997,0.0926,291.576,506.37,163.95,2531.84,819.74,1500.881,1209.306,1.0,0.9971,758.563,285.428,246.559,428.098
6708,0.793,0.0655,218.691,344.4,184.67,1722.01,923.35,646.068,427.378,2.0,0.5174,113.598,133.066,153.723,601.057
6709,0.8224,0.0859,237.282,246.78,75.16,1233.92,375.8,757.847,520.565,2.0,0.5723,211.247,22.526,345.731,219.454
6710,0.7363,0.1339,495.294,501.58,260.75,2507.9,1303.74,1108.828,613.533,3.0,0.3466,391.353,244.082,434.311,336.119
6711,0.8598,0.2696,364.087,910.33,284.74,4551.66,1423.71,2716.318,2352.231,1.0,1.4761,785.499,844.014,720.862,621.12
6712,0.7597,0.2042,360.474,195.72,102.62,978.59,513.08,399.062,38.588,5.0,0.0349,40.996,204.245,128.354,174.309
6713,0.8906,0.131,402.448,489.4,213.23,2446.98,1066.13,1220.99,818.541,2.0,0.5358,181.735,621.222,254.954,534.539
6714,0.8554,0.0363,468.067,642.34,394.77,3211.71,1973.87,1038.36,570.293,3.0,0.3416,223.608,484.93,568.065,203.053
6715,0.8937,0.1008,300.219,401.57,256.16,2007.86,1280.82,582.155,281.936,3.0,0.2708,572.387,89.593,226.654,162.991
6716,0.8795,0.1366,481.703,465.86,241.27,2329.29,1206.34,931.272,449.569,3.0,0.2693,128.361,280.095,364.327,543.569
6717,0.7989,0.2007,329.552,509.09,103.69,2545.43,518.45,1727.119,1397.566,1.0,1.0167,489.416,486.189,284.189,532.8
6718,0.925,0.009,355.062,566.48,241.49,2832.4,1207.45,1459.864,1104.802,2.0,0.7757,662.076,97.77,359.045,711.906
6719,0.7673,0.0474,556.131,461.83,125.47,2309.17,627.33,1427.985,871.854,2.0,0.4266,303.623,253.607,510.023,463.58
6720,0.8779,0.0738,357.161,955.63,332.57,4778.13,1662.87,2682.84,2325.679,1.0,1.4865,548.863,870.708,761.31,1001.174
6721,0.8796,0.1727,406.545,275.57,148.98,1377.86,744.88,520.016,113.47,4.0,0.0881,269.21,378.988,-13.829,169.562
6722,0.7455,0.2244,388.151,567.23,127.82,2836.13,639.08,1959.949,1571.798,1.0,0.9764,225.291,642.294,278.012,967.459
6723,0.7503,0.1317,389.138,641.18,313.95,3205.91,1569.76,1388.196,999.059,2.0,0.6562,154.421,406.536,340.156,941.908
6724,0.687,0.2653,638.652,361.63,180.85,1808.17,904.25,782.753,144.101,5.0,0.0719,429.411,460.12,0.0,267.335
6725,0.8487,0.032,341.359,256.28,217.67,1281.4,1088.34,169.18,-172.179,,,168.146,121.211,115.829,132.396
6726,0.7344,0.0913,554.139,379.54,222.81,1897.71,1114.03,667.29,113.151,5.0,0.0653,411.478,261.269,224.642,81.172
6727,0.809,0.1583,392.783,417.13,281.98,2085.66,1409.89,552.685,159.902,4.0,0.1258,84.197,190.348,360.153,351.576
6728,0.8846,0.03,289.125,233.23,221.41,1166.15,1107.05,13.647,-275.478,,,40.483,179.597,71.575,184.332
6729,0.9383,0.1723,350.681,570.96,270.31,2854.81,1351.54,1350.268,999.587,2.0,0.7187,490.123,240.055,584.189,283.462
6730,0.8183,0.082,375.549,454.07,236.09,2270.33,1180.46,927.016,551.467,3.0,0.4028,220.221,221.634,562.047,202.647
6731,0.8637,0.0173,246.5,351.56,129.96,1757.82,649.8,909.295,662.795,2.0,0.6832,487.47,-20.631,167.565,458.613
6732,0.8965,0.0496,382.568,560.37,248.79,2801.85,1243.97,1302.875,920.307,2.0,0.6201,858.681,227.163,236.435,198.529
6733,0.9651,0.2854,394.115,573.81,283.39,2869.05,1416.93,1244.465,850.35,2.0,0.564,1062.336,88.211,141.201,368.341
6734,0.8808,0.1023,339.019,468.64,292.88,2343.2,1464.38,716.086,377.067,3.0,0.315,180.604,86.418,240.133,656.655
6735,0.7595,0.2974,409.328,318.1,137.52,1590.49,687.58,787.199,377.871,3.0,0.2667,402.04,376.263,228.631,7.786
6736,0.9224,0.0439,272.784,432.78,101.2,2163.9,506.0,1415.46,1142.676,1.0,1.0058,598.845,66.793,660.103,169.299
6737,0.8512,0.1119,337.756,410.6,277.49,2052.99,1387.46,549.315,211.559,4.0,0.1876,247.567,470.39,187.96,172.459
6738,0.6173,0.0384,215.044,679.86,202.97,3399.31,1014.85,2012.413,1797.369,1.0,1.8619,642.35,237.601,652.951,751.613
6739,0.9073,0.1748,414.435,347.2,240.7,1735.99,1203.52,453.431,38.996,5.0,0.0307,267.428,269.491,263.435,174.696
6740,0.759,0.0838,298.098,593.22,156.38,2966.1,781.91,1911.462,1613.364,1.0,1.2607,596.23,743.085,36.162,732.832
6741,0.8741,0.1279,398.641,580.24,216.84,2901.21,1084.18,1529.303,1130.662,2.0,0.7156,569.444,196.86,571.459,420.997
6742,0.7573,0.0587,358.413,429.45,86.58,2147.25,432.89,1500.671,1142.258,2.0,0.7921,643.298,507.553,193.935,221.727
6743,0.9143,0.2633,351.871,472.05,169.73,2360.27,848.66,1396.436,1044.565,2.0,0.7446,206.416,371.162,357.578,642.426
6744,0.7764,0.0815,291.066,203.48,166.22,1017.38,831.09,167.33,-123.737,,,72.296,59.122,180.236,130.463
6745,0.8282,0.0381,374.165,404.38,295.51,2021.92,1477.55,515.572,141.407,4.0,0.1173,186.033,465.694,0.0,318.967
6746,0.9206,0.1212,276.643,690.78,104.82,3453.9,524.12,2475.605,2198.962,1.0,1.7789,527.082,536.75,433.57,979.51
6747,0.8739,0.1304,302.043,383.37,99.92,1916.85,499.6,1210.343,908.299,2.0,0.753,452.595,114.902,458.046,299.87
6748,0.8431,0.1334,305.86,504.93,129.37,2524.67,646.87,1664.646,1358.786,1.0,1.0591,439.55,395.268,300.367,656.671
6749,0.9589,0.039,259.072,477.72,183.84,2388.62,919.21,1296.305,1037.232,1.0,0.9667,0.0,448.646,438.79,714.357
6750,0.8541,0.1204,354.166,431.2,168.75,2155.99,843.77,1179.043,824.877,2.0,0.6029,314.425,487.274,318.626,269.517
6751,0.8413,0.2595,422.789,854.77,298.5,4273.85,1492.5,2519.493,2096.704,1.0,1.1669,521.689,345.795,1265.614,850.463
6752,0.8444,0.0183,330.373,723.72,425.06,3618.6,2125.31,1266.662,936.289,2.0,0.7151,534.577,361.994,609.751,272.366
6753,0.8329,0.0464,324.131,404.23,163.69,2021.17,818.46,1058.264,734.134,2.0,0.5884,383.896,337.067,310.388,262.334
6754,0.8639,0.1088,249.903,461.39,106.14,2306.94,530.69,1521.668,1271.765,1.0,1.1938,378.683,270.493,410.528,551.696
6755,0.8071,0.1407,500.245,745.42,620.56,3727.11,3102.8,530.129,29.884,5.0,0.0197,540.449,382.667,331.258,-77.121
6756,0.8476,0.1707,436.47,261.35,100.04,1306.74,500.21,693.931,257.461,4.0,0.1775,0.0,241.097,292.898,307.207
6757,0.8727,0.1247,435.718,579.06,343.27,2895.3,1716.35,1082.497,646.779,3.0,0.4067,705.873,173.479,423.581,314.304
6758,0.8246,0.1122,385.101,383.67,190.02,1918.35,950.12,833.237,448.135,3.0,0.3279,452.746,399.082,167.344,152.021
6759,0.8412,0.4115,340.398,741.66,106.76,3708.28,533.82,2746.636,2406.238,1.0,1.6002,943.5,193.123,640.734,969.68
6760,0.9419,0.2097,343.368,781.3,189.47,3906.51,947.34,2507.094,2163.727,1.0,1.4435,316.083,543.692,783.834,990.202
6761,0.828,0.0797,421.142,541.53,64.75,2707.65,323.76,2120.915,1699.774,1.0,0.9736,206.033,367.836,622.549,873.027
6762,0.8106,0.1611,572.257,267.64,154.14,1338.19,770.68,483.807,-88.45,,,302.234,254.415,36.851,153.117
6763,0.8448,0.1372,348.272,390.1,179.78,1950.48,898.91,884.38,536.108,2.0,0.4199,137.417,322.136,477.3,250.281
6764,0.7738,0.1029,398.203,315.53,151.89,1577.65,759.45,716.827,318.624,3.0,0.2344,140.132,264.198,230.577,306.97
6765,0.8816,0.0261,396.544,798.58,163.79,3992.91,818.95,2769.8,2373.256,1.0,1.3786,648.393,954.915,847.198,394.218
6766,0.8589,0.3011,299.101,488.97,162.84,2444.83,814.2,1424.506,1125.405,2.0,0.9156,350.622,310.231,769.493,268.54
6767,0.6898,0.0731,343.697,586.13,390.76,2930.66,1953.79,797.377,453.68,3.0,0.3667,425.883,349.666,166.42,511.7
6768,0.8897,0.2907,270.798,533.12,222.35,2665.58,1111.75,1354.245,1083.447,1.0,0.9661,148.933,398.158,507.042,670.52
6769,0.7986,0.0635,294.141,352.9,338.15,1764.52,1690.76,64.895,-229.246,,,292.337,44.438,218.003,52.934
6770,0.7016,0.0501,390.636,315.72,89.04,1578.61,445.2,978.807,588.171,2.0,0.4118,332.528,115.557,198.496,389.486
6771,0.7991,0.1452,287.264,737.63,141.74,3688.17,708.68,2571.272,2284.008,1.0,1.7794,238.381,919.351,682.727,735.766
6772,0.8385,0.0741,257.146,283.41,60.46,1417.04,302.29,945.589,688.443,2.0,0.6806,170.079,303.888,206.895,282.744
6773,0.8495,0.0953,499.705,486.21,234.53,2431.04,1172.64,1085.941,586.236,3.0,0.3303,659.739,199.396,430.824,148.403
6774,0.8967,0.0218,382.843,165.7,207.38,828.5,1036.91,-159.338,-542.181,,,0.0,101.773,77.554,154.884
6775,0.8392,0.2465,431.152,327.27,223.09,1636.33,1115.45,448.884,17.732,5.0,0.0136,418.894,72.706,70.749,271.295
6776,0.8564,0.1314,308.72,203.09,141.02,1015.46,705.08,268.614,-40.105,,,178.878,0.0,203.168,101.156
6777,0.6878,0.1631,320.201,581.71,491.49,2908.56,2457.44,380.073,59.872,5.0,0.06,205.625,401.747,334.68,163.265
6778,0.8468,0.1124,439.637,555.29,245.0,2776.47,1225.02,1305.004,865.367,2.0,0.5207,587.599,140.194,219.82,703.287
6779,0.65,0.0271,521.29,647.16,321.15,3235.78,1605.77,1360.813,839.523,2.0,0.4368,663.612,383.593,515.866,362.792
6780,0.8996,0.139,343.984,535.77,275.64,2678.87,1378.18,1089.147,745.163,2.0,0.566,441.039,407.076,461.317,97.129
6781,0.7797,0.1668,368.369,291.84,154.94,1459.18,774.7,601.143,232.774,4.0,0.1891,87.456,264.514,418.314,82.186
6782,0.9002,0.1567,326.668,509.36,316.74,2546.81,1583.71,812.734,486.066,3.0,0.4075,719.056,152.679,251.105,167.52
6783,0.9671,0.0418,298.755,303.28,264.83,1516.4,1324.13,194.875,-103.88,,,393.591,31.153,277.684,23.632
6784,0.8702,0.144,314.589,467.7,38.13,2338.49,190.64,1821.719,1507.13,1.0,1.1319,766.882,327.072,268.684,366.773
6785,0.8569,0.0977,294.085,525.49,449.42,2627.46,2247.11,326.656,32.571,5.0,0.0361,430.074,246.973,284.676,111.542
6786,0.8604,0.087,440.517,550.94,225.67,2754.71,1128.33,1396.207,955.69,2.0,0.5667,368.734,719.187,318.245,269.515
6787,0.9335,0.0705,251.311,604.29,560.22,3021.43,2801.12,152.238,-99.073,,,446.608,492.669,478.121,-405.568
6788,0.7095,0.1608,303.967,358.77,160.26,1793.83,801.28,890.468,586.501,2.0,0.5117,465.89,166.524,93.339,373.016
6789,0.9082,0.3085,371.379,601.06,304.38,3005.31,1521.91,1265.655,894.277,2.0,0.6206,565.846,255.875,655.652,272.291
6790,0.9459,0.1613,306.624,614.33,134.02,3071.65,670.12,2055.207,1748.583,1.0,1.3206,276.387,510.889,710.595,614.522
6791,0.7169,0.1399,336.763,488.62,173.08,2443.1,865.41,1395.538,1058.775,2.0,0.7828,418.248,119.214,558.344,523.569
6792,0.9378,0.1302,339.605,675.95,402.52,3379.77,2012.58,1193.46,853.855,2.0,0.6444,285.811,553.307,133.502,1025.292
6793,0.9137,0.0354,497.271,596.3,210.01,2981.49,1050.04,1704.515,1207.244,2.0,0.6251,172.978,912.477,503.026,420.749
6794,0.8574,0.0626,292.966,286.0,90.58,1429.99,452.88,874.552,581.585,2.0,0.5245,249.437,171.764,322.709,237.703
