trial,detection_rate,false_positive_rate,capex_M,reactive_annual_tco_M,nadissp_annual_tco_M,reactive_5yr_tco_M,nadissp_5yr_tco_M,delta_tco_M,npv_M,payback_year,irr,ac_cmaps_turbofan,ac_ai4i_manufacturing,ac_3w_offshore_well,ac_espset_pump
6399,0.9178,0.11,290.164,216.72,46.87,1083.62,234.36,743.883,453.719,2.0,0.4257,69.385,160.268,148.723,397.008
6400,0.7479,0.0893,364.751,191.37,78.95,956.83,394.76,503.471,138.72,4.0,0.118,103.871,127.186,124.497,270.911
6401,0.6577,0.115,368.198,700.67,315.03,3503.34,1575.13,1631.017,1262.819,2.0,0.8444,516.191,968.306,-5.417,665.432
6402,0.9464,0.094,351.125,477.64,168.01,2388.22,840.04,1335.784,984.659,2.0,0.7086,460.042,498.285,149.902,421.217
6403,0.7791,0.2085,341.376,374.51,362.66,1872.55,1813.31,61.775,-279.601,,,161.341,264.192,217.148,150.325
6404,0.8574,0.2064,280.109,364.53,190.5,1822.65,952.5,737.184,457.075,2.0,0.4419,331.862,-29.334,204.521,614.74
6405,0.8045,0.036,320.278,421.42,81.53,2107.09,407.64,1482.931,1162.653,2.0,0.8874,248.742,397.023,111.862,816.104
6406,0.9037,0.2707,351.347,683.05,291.29,3415.25,1456.45,1645.259,1293.913,2.0,0.8986,557.111,543.358,132.109,819.808
6407,0.9332,0.1623,428.023,358.74,75.98,1793.71,379.9,1248.799,820.776,2.0,0.5089,53.026,245.894,544.663,398.873
6408,0.886,0.081,359.694,583.59,234.72,2917.96,1173.58,1523.378,1163.684,2.0,0.8025,262.964,274.937,275.576,1095.341
6409,0.7807,0.12,298.315,517.37,158.8,2586.85,794.02,1568.821,1270.505,1.0,1.0206,399.131,437.975,812.054,54.814
6410,0.6765,0.2583,403.341,250.72,212.64,1253.59,1063.2,178.552,-224.79,,,235.615,41.608,300.247,44.735
6411,0.801,0.0209,365.548,300.1,79.32,1500.49,396.6,944.788,579.24,2.0,0.4307,468.566,89.674,249.905,201.624
6412,0.861,0.1828,328.893,375.11,42.33,1875.55,211.67,1441.855,1112.962,2.0,0.8346,208.753,215.966,349.626,650.698
6413,0.8597,0.0561,387.137,573.78,299.19,2868.89,1495.96,1180.811,793.674,2.0,0.5395,315.548,390.577,535.599,294.672
6414,0.9349,0.1858,389.534,636.12,373.52,3180.58,1867.58,1100.961,711.427,2.0,0.4877,486.013,317.742,505.81,286.812
6415,0.8052,0.0467,224.063,363.66,199.73,1818.28,998.66,683.251,459.188,2.0,0.5393,183.777,208.897,158.65,422.606
6416,0.9139,0.137,306.726,374.63,138.16,1873.13,690.81,1008.334,701.608,2.0,0.5935,0.0,377.907,368.922,479.921
6417,0.961,0.3066,329.654,698.83,200.26,3494.15,1001.31,2134.893,1805.239,1.0,1.2739,612.772,708.687,373.477,593.474
6418,0.9274,0.2139,319.336,757.3,209.44,3786.52,1047.18,2427.583,2108.247,1.0,1.505,493.494,508.941,478.872,1058.545
6419,0.8342,0.1696,260.964,860.92,334.97,4304.62,1674.87,2325.795,2064.83,1.0,1.7716,462.43,554.385,1211.684,334.929
6420,0.648,0.0641,228.277,701.29,101.05,3506.43,505.24,2539.124,2310.847,1.0,2.2182,498.013,529.358,308.132,1232.883
6421,0.7896,0.0634,351.145,244.74,42.28,1223.72,211.41,838.108,486.963,3.0,0.383,212.563,116.152,277.71,227.19
6422,0.7809,0.1066,320.774,451.08,242.74,2255.39,1213.69,872.982,552.209,2.0,0.4631,534.628,131.623,110.45,500.651
6423,0.646,0.0823,267.211,318.4,134.38,1591.99,671.91,828.602,561.39,2.0,0.5511,169.949,322.942,194.918,374.426
6424,0.6274,0.1078,321.738,448.76,105.88,2243.78,529.42,1449.424,1127.687,2.0,0.8606,222.741,537.617,197.003,606.094
6425,0.967,0.2641,338.235,456.05,264.41,2280.27,1322.07,822.846,484.611,3.0,0.3942,542.12,174.472,232.067,284.966
6426,0.8078,0.1367,269.67,279.74,104.65,1398.72,523.23,748.386,478.716,2.0,0.4757,132.651,277.503,197.194,266.926
6427,0.8054,0.0224,393.567,353.09,278.92,1765.47,1394.6,314.381,-79.186,,,414.12,302.234,102.571,117.282
6428,0.7621,0.1234,384.559,821.95,192.94,4109.74,964.71,2725.756,2341.196,1.0,1.3998,235.529,944.924,617.59,1186.466
6429,0.6257,0.1821,294.997,338.85,181.97,1694.27,909.85,632.91,337.913,3.0,0.3234,239.143,13.823,275.804,391.97
6430,0.8886,0.0595,392.197,678.85,300.5,3394.23,1502.48,1646.617,1254.42,2.0,0.7946,528.658,466.307,241.496,827.181
6431,0.7822,0.0994,219.662,305.44,83.87,1527.19,419.37,967.213,747.551,2.0,0.8387,154.287,16.213,247.273,673.15
6432,0.7811,0.096,452.183,839.65,139.63,4198.27,698.17,3070.229,2618.045,1.0,1.3385,689.867,539.793,309.271,1553.803
6433,0.6927,0.2615,318.005,518.42,209.02,2592.12,1045.08,1334.258,1016.253,2.0,0.794,406.501,362.878,216.192,686.261
6434,0.722,0.0658,404.089,318.23,55.13,1591.16,275.63,1172.654,768.565,2.0,0.5053,370.945,241.831,69.455,512.182
6435,0.8241,0.3173,241.317,362.96,244.85,1814.8,1224.23,514.723,273.407,3.0,0.3202,327.769,128.992,432.674,107.512
6436,0.8169,0.1327,296.833,487.85,174.08,2439.27,870.41,1339.896,1043.063,2.0,0.8625,274.099,221.393,532.407,622.449
6437,0.7998,0.2319,484.97,275.86,264.56,1379.28,1322.81,54.915,-430.055,,,314.897,85.974,248.573,-131.591
6438,0.9226,0.1077,257.477,397.94,116.29,1989.69,581.47,1233.634,976.157,2.0,0.9217,157.728,359.544,239.948,584.469
6439,0.7515,0.125,390.851,499.3,208.32,2496.48,1041.62,1268.696,877.845,2.0,0.5841,673.608,256.837,363.127,254.364
6440,0.8585,0.3546,338.793,366.14,107.16,1830.72,535.78,1092.348,753.555,2.0,0.5792,57.961,416.211,372.564,355.28
6441,0.8475,0.1353,319.678,332.6,105.53,1662.99,527.63,960.427,640.749,2.0,0.529,0.0,168.612,334.649,645.552
6442,0.8984,0.1386,380.821,529.05,305.97,2645.23,1529.87,1037.576,656.755,2.0,0.4638,230.284,468.384,476.882,191.116
6443,0.8578,0.1293,534.427,502.05,109.74,2510.27,548.7,1716.461,1182.035,2.0,0.5764,599.124,527.868,310.575,262.802
6444,0.8697,0.1513,359.723,538.98,213.82,2694.92,1069.11,1427.597,1067.874,2.0,0.7446,707.64,399.344,208.581,390.785
6445,0.9,0.4249,350.328,394.86,135.5,1974.31,677.48,1126.039,775.712,2.0,0.5769,386.613,237.514,91.692,549.145
6446,0.8185,0.0422,337.418,471.17,184.93,2355.83,924.64,1244.018,906.6,2.0,0.6827,171.678,531.129,164.591,689.42
6447,0.7488,0.2092,252.473,318.04,137.37,1590.22,686.83,757.582,505.11,2.0,0.5281,447.544,159.503,143.371,258.853
6448,0.8639,0.1429,373.857,473.62,258.47,2368.09,1292.37,908.736,534.879,3.0,0.3937,442.306,176.515,258.554,258.012
6449,0.9133,0.2227,257.509,382.5,275.69,1912.52,1378.45,487.241,229.732,3.0,0.2586,250.792,339.824,213.826,281.568
6450,0.8678,0.1264,282.123,501.61,346.48,2508.04,1732.39,752.056,469.933,2.0,0.45,601.82,254.08,427.658,7.165
6451,0.7746,0.0385,334.956,393.04,326.25,1965.22,1631.24,278.58,-56.376,,,239.441,322.961,312.005,-64.201
6452,0.8593,0.4556,324.758,408.78,177.17,2043.9,885.85,984.3,659.542,2.0,0.5351,394.739,404.925,176.616,260.466
6453,0.7163,0.1249,366.247,767.14,82.99,3835.68,414.93,3004.188,2637.941,1.0,1.6274,493.322,716.282,587.23,1080.132
6454,0.8783,0.3522,283.938,536.46,216.74,2682.31,1083.71,1385.305,1101.367,2.0,0.9403,378.947,282.143,381.902,631.499
6455,0.7516,0.1038,314.607,496.0,422.84,2479.99,2114.19,331.852,17.245,5.0,0.0181,125.655,264.51,396.7,192.09
6456,0.741,0.2417,396.815,622.74,163.5,3113.72,817.51,1953.235,1556.419,2.0,0.9495,533.947,616.198,492.933,540.619
6457,0.7386,0.1986,347.51,191.2,85.74,955.98,428.72,461.64,114.13,4.0,0.1028,282.251,107.041,91.561,117.949
6458,0.8973,0.1407,333.571,670.54,281.67,3352.71,1408.34,1671.265,1337.694,1.0,0.9681,847.039,376.314,332.936,577.529
6459,0.8684,0.1233,260.694,409.42,266.93,2047.12,1334.67,629.031,368.338,3.0,0.3894,475.223,22.566,83.045,415.336
6460,0.8582,0.1194,316.643,360.12,147.33,1800.61,736.66,947.155,630.512,2.0,0.5259,28.59,76.723,96.47,904.451
6461,0.9393,0.12,335.045,743.7,136.4,3718.49,682.0,2665.789,2330.744,1.0,1.5773,509.314,385.479,712.437,1080.638
6462,0.8572,0.0437,305.685,752.99,219.02,3764.97,1095.08,2279.409,1973.723,1.0,1.4753,1108.381,86.372,375.858,1004.396
6463,0.9114,0.1895,344.485,302.69,106.4,1513.45,531.98,862.289,517.804,2.0,0.4112,592.698,235.985,77.232,67.045
6464,0.9068,0.0213,329.623,345.5,264.85,1727.52,1324.23,349.767,20.144,5.0,0.0201,167.54,223.544,266.539,174.388
6465,0.7318,0.0695,379.379,545.06,206.35,2725.32,1031.73,1505.658,1126.279,2.0,0.7446,508.07,252.404,516.266,392.177
6466,0.7795,0.1499,422.1,621.79,238.96,3108.95,1194.8,1673.995,1251.894,2.0,0.744,571.217,535.92,187.506,607.085
6467,0.7969,0.121,270.868,428.94,297.69,2144.69,1488.44,598.426,327.558,3.0,0.3393,274.821,362.39,122.128,233.821
6468,0.826,0.0539,286.414,619.62,329.31,3098.09,1646.54,1254.176,967.763,2.0,0.8335,564.637,426.875,452.567,387.881
6469,0.6912,0.0803,253.111,620.04,300.53,3100.21,1502.67,1394.227,1141.117,1.0,1.0729,656.23,549.049,382.666,283.956
6470,0.7963,0.081,323.531,496.01,321.79,2480.03,1608.95,750.952,427.421,3.0,0.367,414.708,241.688,224.192,422.465
6471,0.8666,0.013,477.089,713.79,337.23,3568.95,1686.16,1695.625,1218.536,2.0,0.6533,702.632,295.525,405.747,690.467
6472,0.8578,0.0332,384.609,590.43,108.78,2952.14,543.89,2138.689,1754.079,1.0,1.0838,465.459,297.995,751.275,664.927
6473,0.8859,0.0558,357.076,746.14,224.33,3730.7,1121.67,2284.066,1926.989,1.0,1.2575,468.173,160.897,452.863,1451.062
6474,0.8619,0.2618,482.686,216.29,75.79,1081.47,378.97,567.894,85.208,5.0,0.0568,163.808,126.699,202.643,156.688
6475,0.7431,0.0694,246.038,580.49,151.15,2902.45,755.74,1849.932,1603.894,1.0,1.488,465.089,253.035,753.755,467.633
6476,0.7982,0.0492,456.49,567.91,151.29,2839.57,756.44,1830.837,1374.347,2.0,0.7538,355.295,278.898,718.39,664.006
6477,0.6835,0.0514,310.011,411.58,172.77,2057.9,863.83,1069.105,759.094,2.0,0.6297,389.549,238.025,294.648,472.327
6478,0.8137,0.0687,426.875,476.87,93.12,2384.34,465.61,1697.634,1270.759,2.0,0.7464,489.696,158.298,229.46,853.796
6479,0.7501,0.0234,386.27,453.34,197.6,2266.68,988.0,1117.554,731.285,2.0,0.5033,352.804,296.636,192.252,597.686
6480,0.9138,0.0527,451.239,612.28,94.62,3061.38,473.12,2279.024,1827.785,1.0,0.9766,390.264,411.884,587.175,889.991
6481,0.6652,0.0424,289.794,641.6,134.95,3208.02,674.74,2223.505,1933.712,1.0,1.5194,537.718,325.037,170.879,1269.348
6482,0.8805,0.1183,392.846,622.52,301.04,3112.58,1505.21,1423.317,1030.471,2.0,0.6686,342.889,475.607,274.892,803.077
6483,0.8955,0.1035,340.078,443.84,254.46,2219.2,1272.31,819.301,479.223,3.0,0.3885,636.468,38.947,208.787,270.02
6484,0.9383,0.0902,406.598,662.62,231.78,3313.09,1158.92,1964.721,1558.123,2.0,0.9304,491.097,369.994,595.244,782.186
6485,0.7776,0.2877,366.691,306.24,89.54,1531.2,447.7,942.154,575.464,2.0,0.427,56.32,357.816,137.571,509.096
6486,0.8105,0.1073,347.255,354.46,208.37,1772.32,1041.86,633.496,286.241,3.0,0.2408,109.963,366.617,408.631,47.803
6487,0.9161,0.0832,432.32,272.0,167.5,1360.01,837.51,460.293,27.974,5.0,0.0213,0.0,140.516,197.586,408.632
6488,0.7501,0.1125,329.821,581.63,177.13,2908.17,885.65,1770.849,1441.029,1.0,1.0437,520.132,566.011,199.78,679.808
6489,0.9649,0.115,350.215,399.63,177.55,1998.17,887.75,889.377,539.162,2.0,0.4199,451.584,299.713,144.724,332.365
6490,0.8108,0.1093,425.408,487.89,147.51,2439.47,737.56,1411.146,985.738,2.0,0.6002,382.147,282.122,410.176,518.709
6491,0.9045,0.1592,327.446,390.83,143.18,1954.17,715.9,1073.155,745.709,2.0,0.5912,330.424,174.567,355.173,372.1
6492,0.8501,0.1435,427.238,360.65,190.27,1803.23,951.35,720.091,292.853,3.0,0.2037,214.174,278.554,74.347,433.532
6493,0.7906,0.1805,448.381,521.69,64.81,2608.47,324.04,1996.098,1547.718,2.0,0.8492,269.517,308.933,658.299,724.223
6494,0.8663,0.1252,343.189,436.58,168.5,2182.88,842.49,1182.634,839.445,2.0,0.6291,525.025,396.972,136.565,388.018
6495,0.8911,0.103,417.788,389.49,185.22,1947.44,926.09,867.872,450.084,3.0,0.3062,269.679,192.657,55.45,644.712
6496,0.7794,0.1695,306.548,518.53,406.74,2592.65,2033.68,510.074,203.526,4.0,0.1978,351.651,385.169,404.047,143.805
6497,0.8005,0.1835,359.624,383.76,230.82,1918.82,1154.1,682.946,323.322,3.0,0.2604,236.072,236.948,144.781,450.768
6498,0.6982,0.0964,444.106,357.31,249.16,1786.56,1245.78,443.417,-0.689,,,80.615,105.938,476.15,259.276
6499,0.8382,0.11,248.407,503.95,186.96,2519.73,934.78,1403.194,1154.788,1.0,1.1022,399.291,458.121,257.563,599.672
6500,0.8441,0.0097,247.474,459.18,182.29,2295.92,911.46,1196.866,949.392,2.0,0.9313,350.796,132.541,259.299,696.069
6501,0.7256,0.2734,308.346,247.79,227.45,1238.96,1137.26,71.295,-237.052,,,127.348,269.106,56.633,-35.955
6502,0.7244,0.1079,358.768,315.1,270.83,1575.5,1354.16,209.543,-149.225,,,142.533,155.48,177.656,152.492
6503,0.9202,0.2061,284.868,574.47,145.58,2872.34,727.89,1849.003,1564.135,1.0,1.2769,551.491,151.537,836.085,376.846
6504,0.7144,0.0271,275.482,708.38,129.11,3541.88,645.57,2502.896,2227.414,1.0,1.8067,604.986,522.559,323.292,1059.486
6505,0.9265,0.0168,496.605,457.73,279.11,2288.64,1395.53,770.964,274.359,4.0,0.1671,613.619,201.485,82.508,265.91
6506,0.9168,0.1485,423.355,355.62,284.5,1778.11,1422.51,297.966,-125.389,,,623.568,32.361,153.271,-58.696
6507,0.7505,0.2238,308.628,219.82,44.92,1099.08,224.58,747.367,438.74,3.0,0.3915,227.499,287.604,48.808,234.608
6508,0.8477,0.2019,344.144,721.8,279.77,3609.02,1398.87,1895.002,1550.858,1.0,1.0725,706.79,582.415,673.007,86.148
6509,0.8728,0.122,287.897,651.02,193.49,3255.08,967.46,1955.995,1668.098,1.0,1.3394,414.833,321.523,427.8,994.538
6510,0.7208,0.0867,402.327,659.54,222.06,3297.7,1110.3,1894.24,1491.913,2.0,0.904,534.003,530.719,388.159,769.159
6511,0.8922,0.1759,328.872,289.1,157.23,1445.49,786.16,563.661,234.788,3.0,0.2114,77.257,204.582,375.786,97.743
6512,0.8006,0.2162,268.977,842.85,164.16,4214.26,820.78,2984.289,2715.312,1.0,2.2125,499.716,779.921,963.399,820.014
6513,0.8275,0.0998,528.142,208.03,55.94,1040.14,279.72,660.026,131.884,5.0,0.0792,60.787,129.193,439.457,78.704
6514,0.7917,0.1448,558.767,472.13,132.79,2360.66,663.96,1398.409,839.642,2.0,0.4111,300.997,146.068,564.071,520.201
6515,0.9642,0.1168,427.303,445.4,192.38,2227.01,961.88,1068.433,641.129,2.0,0.4105,456.237,407.035,142.159,318.044
6516,0.8694,0.2974,408.207,344.23,117.17,1721.16,585.87,950.326,542.119,3.0,0.3687,437.803,88.729,232.704,256.251
6517,0.7966,0.1504,333.303,427.28,284.14,2136.38,1420.71,652.964,319.661,3.0,0.276,362.318,247.829,149.413,294.456
6518,0.8656,0.1296,296.236,299.87,113.82,1499.36,569.09,787.473,491.236,2.0,0.4482,142.338,119.164,188.1,502.269
6519,0.9443,0.0539,421.762,662.21,197.74,3311.04,988.71,2039.828,1618.066,2.0,0.9313,393.377,1069.052,655.304,100.185
6520,0.8718,0.1872,470.533,275.4,184.63,1377.01,923.14,412.784,-57.749,,,352.956,34.06,168.678,123.371
6521,0.5089,0.2629,341.535,579.91,56.35,2899.56,281.76,2263.958,1922.423,1.0,1.3054,404.358,655.989,600.497,520.326
6522,0.8325,0.1436,553.534,441.59,197.95,2207.94,989.76,1036.149,482.615,3.0,0.2533,152.928,630.308,266.84,278.714
6523,0.85,0.2476,429.23,352.44,174.7,1762.2,873.51,791.002,361.772,3.0,0.2457,576.262,220.246,200.483,84.995
6524,0.7917,0.1782,310.475,971.98,252.96,4859.89,1264.78,3150.562,2840.087,1.0,2.0214,907.435,684.339,759.165,1089.322
6525,0.7901,0.0935,386.829,949.12,140.0,4745.62,700.0,3466.808,3079.979,1.0,1.7817,835.638,690.882,941.678,925.454
6526,0.7437,0.0867,252.889,258.76,81.32,1293.81,406.62,771.851,518.962,2.0,0.5399,19.801,107.253,364.616,387.926
6527,0.9387,0.1194,345.775,598.68,174.91,2993.42,874.53,1779.978,1434.202,1.0,0.9972,386.32,522.088,545.92,493.955
6528,0.7891,0.44,319.14,466.74,264.89,2333.71,1324.45,893.601,574.46,2.0,0.4816,412.421,231.548,412.38,153.608
6529,0.8262,0.0768,417.092,676.9,316.5,3384.51,1582.51,1578.973,1161.881,2.0,0.7045,465.531,231.423,258.008,902.168
6530,0.5897,0.2083,352.83,512.14,155.87,2560.7,779.34,1583.219,1230.389,2.0,0.8568,222.065,482.998,198.625,867.31
6531,0.7874,0.2299,322.021,532.87,95.52,2664.33,477.59,1903.637,1581.617,1.0,1.157,508.127,439.643,300.121,652.313
6532,0.8586,0.0662,415.666,508.89,166.22,2544.44,831.12,1473.002,1057.335,2.0,0.651,285.523,416.256,224.03,845.59
6533,0.7253,0.1121,464.669,379.47,116.41,1897.35,582.04,1125.006,660.336,3.0,0.3914,202.896,464.889,185.783,410.355
6534,0.9112,0.0539,400.58,497.0,197.57,2485.01,987.83,1321.474,920.893,2.0,0.5961,454.987,90.005,326.726,707.899
6535,0.7742,0.0343,401.9,353.69,99.37,1768.44,496.83,1135.474,733.574,2.0,0.4875,355.021,190.581,373.191,332.757
6536,0.7025,0.1735,376.276,564.42,233.47,2822.12,1167.34,1441.521,1065.245,2.0,0.7145,235.595,198.9,433.612,811.664
6537,0.9277,0.033,332.383,469.97,124.71,2349.87,623.55,1542.679,1210.296,2.0,0.8897,190.744,637.939,508.472,335.306
6538,0.7556,0.0631,407.306,821.09,241.03,4105.47,1205.13,2476.969,2069.663,1.0,1.1922,557.629,278.079,848.942,884.099
6539,0.7621,0.2624,393.334,537.35,167.85,2686.73,839.26,1595.404,1202.069,2.0,0.7637,262.518,54.85,353.739,1067.119
6540,0.8388,0.1647,244.098,491.18,217.86,2455.88,1089.29,1150.269,906.172,2.0,0.9049,465.485,440.624,292.691,212.233
6541,0.6667,0.1712,258.248,436.11,191.35,2180.55,956.74,1094.69,836.442,2.0,0.8033,102.614,562.012,195.118,498.92
6542,0.716,0.0419,306.041,510.27,294.46,2551.34,1472.28,881.685,575.645,2.0,0.5004,479.294,512.444,228.106,57.775
6543,0.7767,0.091,274.659,358.71,201.06,1793.57,1005.31,630.547,355.888,3.0,0.3607,320.512,231.546,275.199,-20.771
6544,0.756,0.117,507.162,709.39,208.63,3546.96,1043.17,2207.272,1700.11,2.0,0.8278,576.308,269.29,656.223,958.996
6545,0.9649,0.0791,446.587,470.4,170.13,2351.98,850.65,1254.766,808.179,2.0,0.4838,259.035,447.56,143.736,659.856
6546,0.8838,0.059,377.97,725.85,233.45,3629.24,1167.24,2141.963,1763.993,1.0,1.106,691.027,482.363,419.423,829.077
6547,0.7723,0.0282,308.25,295.49,145.53,1477.47,727.64,610.329,302.079,3.0,0.2814,336.563,171.038,161.548,274.316
6548,0.8511,0.1325,320.687,556.91,84.27,2784.53,421.34,2056.737,1736.051,1.0,1.261,452.262,432.776,219.148,963.965
6549,0.8975,0.1189,324.76,779.72,244.37,3898.62,1221.87,2319.504,1994.744,1.0,1.4109,825.894,277.948,768.934,568.485
6550,0.7205,0.1811,396.9,489.33,98.84,2446.64,494.19,1651.383,1254.482,2.0,0.7864,478.94,472.02,132.812,683.666
6551,0.7855,0.2318,349.693,467.52,165.96,2337.61,829.81,1329.988,980.295,2.0,0.7084,240.85,195.642,304.629,796.452
6552,0.9159,0.3811,327.435,259.97,134.3,1299.85,671.49,563.625,236.19,3.0,0.2134,146.34,293.846,242.561,96.999
6553,0.8285,0.4039,305.083,405.55,200.2,2027.73,1001.02,888.844,583.761,2.0,0.508,360.461,524.315,330.848,16.174
6554,0.8351,0.1731,357.293,478.88,294.19,2394.41,1470.96,893.061,535.768,3.0,0.4103,175.755,622.187,373.672,300.469
6555,0.7101,0.0415,377.255,668.27,273.08,3341.34,1365.41,1798.68,1421.425,2.0,0.9167,393.524,411.056,435.927,892.134
6556,0.9452,0.1682,264.624,529.28,112.56,2646.39,562.79,1764.08,1499.456,1.0,1.3131,96.156,337.33,648.7,696.91
6557,0.6009,0.1501,414.727,549.01,235.31,2745.06,1176.53,1325.739,911.012,2.0,0.5729,0.0,351.712,799.214,422.126
6558,0.8666,0.0676,440.638,370.08,118.06,1850.42,590.28,1091.549,650.911,3.0,0.4049,537.245,271.22,285.785,169.018
6559,0.8412,0.0751,296.231,356.76,132.23,1783.8,661.17,956.846,660.615,2.0,0.5805,470.713,67.221,436.413,189.467
6560,0.7937,0.0945,331.002,282.43,209.19,1412.13,1045.93,347.163,16.162,5.0,0.0161,-1.601,253.922,342.716,244.791
6561,0.7842,0.213,365.929,406.73,225.89,2033.63,1129.47,806.665,440.735,3.0,0.3381,279.625,444.156,104.291,379.035
6562,0.8338,0.035,379.896,305.34,195.56,1526.7,977.81,513.622,133.726,4.0,0.1098,117.917,309.601,60.655,405.68
6563,0.7306,0.2164,379.552,617.56,422.91,3087.78,2114.54,820.635,441.082,3.0,0.3276,531.162,393.597,454.507,-63.13
6564,0.8389,0.0363,395.24,513.69,178.98,2568.43,894.89,1432.016,1036.776,2.0,0.6686,277.649,350.533,392.098,724.775
6565,0.824,0.0749,370.947,295.08,125.25,1475.39,626.25,749.72,378.773,3.0,0.2919,0.0,249.755,161.591,534.226
6566,0.8832,0.1606,398.145,385.74,244.58,1928.7,1222.88,677.704,279.559,3.0,0.2082,364.885,274.726,48.813,473.784
6567,0.9434,0.0875,466.577,276.82,99.76,1384.09,498.81,771.549,304.972,4.0,0.195,337.951,88.813,183.168,311.662
6568,0.8266,0.2698,269.046,729.26,88.89,3646.28,444.44,2814.955,2545.909,1.0,2.0851,619.722,720.182,921.379,471.329
6569,0.8954,0.0375,406.898,634.91,321.73,3174.55,1608.65,1392.521,985.623,2.0,0.6238,417.405,187.437,204.481,985.792
6570,0.7957,0.0983,417.797,787.29,181.47,3936.47,907.33,2604.595,2186.798,1.0,1.2239,393.486,676.398,628.917,1013.946
6571,0.7793,0.2244,362.957,426.4,202.34,2132.02,1011.72,913.285,550.328,2.0,0.4143,156.87,528.328,163.953,344.687
6572,0.6463,0.091,359.929,686.12,289.65,3430.61,1448.25,1763.74,1403.81,2.0,0.9448,553.841,677.541,271.161,676.404
6573,0.8899,0.1167,387.2,409.46,217.04,2047.29,1085.18,858.781,471.581,3.0,0.3415,115.51,172.901,621.406,184.401
6574,0.8395,0.124,571.896,269.86,123.57,1349.29,617.87,631.316,59.42,5.0,0.0339,81.76,96.401,297.522,341.786
6575,0.8059,0.0754,333.471,551.44,226.04,2757.19,1130.21,1444.138,1110.666,2.0,0.8231,302.88,211.281,610.739,522.869
6576,0.8245,0.2386,428.576,270.19,130.65,1350.93,653.26,626.34,197.764,4.0,0.1414,120.517,74.137,257.759,312.327
6577,0.854,0.3007,401.267,404.98,311.71,2024.89,1558.56,388.132,-13.135,,,463.085,105.831,190.283,101.782
6578,0.6516,0.1228,317.933,516.23,334.93,2581.14,1674.63,747.673,429.74,3.0,0.3744,417.235,347.84,251.208,326.965
6579,0.7628,0.1401,329.565,236.29,47.28,1181.43,236.42,817.935,488.37,3.0,0.406,277.378,66.549,221.913,259.249
6580,0.8557,0.0418,323.608,422.61,59.66,2113.05,298.29,1556.082,1232.474,2.0,0.9254,573.049,226.253,90.671,687.674
6581,0.667,0.1402,348.147,330.88,106.84,1654.39,534.18,978.903,630.756,2.0,0.4843,90.683,576.761,309.389,171.483
6582,0.7563,0.1467,395.965,424.3,181.98,2121.51,909.89,1045.918,649.953,2.0,0.4442,400.028,325.147,351.41,178.568
6583,0.8464,0.1128,321.963,627.18,265.12,3135.9,1325.62,1470.164,1148.2,2.0,0.8737,559.667,712.487,258.915,269.052
6584,0.9068,0.0642,347.689,476.89,124.36,2384.45,621.78,1479.472,1131.783,2.0,0.8068,195.536,260.718,363.74,869.333
6585,0.6404,0.0276,279.808,221.53,44.28,1107.65,221.39,789.668,509.86,2.0,0.4867,94.443,252.846,253.619,221.577
6586,0.8217,0.1917,380.992,505.89,359.04,2529.45,1795.21,686.626,305.635,3.0,0.235,428.119,189.384,340.551,198.476
6587,0.8008,0.0881,418.457,556.62,227.73,2783.11,1138.64,1388.328,969.871,2.0,0.6003,442.467,378.446,454.453,466.207
6588,0.7586,0.1518,383.988,179.44,123.02,897.18,615.08,224.069,-159.919,,,0.0,87.651,124.45,213.366
6589,0.815,0.1418,384.822,431.98,359.61,2159.92,1798.07,367.198,-17.624,,,216.732,227.083,358.76,127.351
6590,0.6618,0.1435,361.496,422.23,189.25,2111.15,946.24,1030.737,669.242,2.0,0.4935,566.069,283.556,181.033,247.38
6591,0.7082,0.0563,358.761,461.75,291.12,2308.73,1455.59,736.749,377.988,3.0,0.3002,545.309,112.017,338.061,103.441
6592,0.8548,0.138,283.928,501.27,155.45,2506.37,777.27,1483.162,1199.233,1.0,1.0131,172.613,497.103,563.144,493.82
6593,0.8898,0.1275,260.663,315.56,126.65,1577.81,633.23,780.894,520.231,2.0,0.527,113.459,27.527,300.287,524.814
6594,0.9263,0.0716,425.386,289.66,91.85,1448.3,459.25,812.171,386.785,3.0,0.2631,278.774,36.16,516.271,50.873
6595,0.8684,0.1637,266.948,339.14,232.61,1695.68,1163.05,468.704,201.756,3.0,0.2226,452.38,243.286,122.79,92.202
6596,0.5854,0.1819,414.844,604.4,214.03,3022.0,1070.13,1699.451,1284.607,2.0,0.7725,808.156,448.124,332.866,324.354
6597,0.8547,0.1407,380.022,532.41,482.92,2662.03,2414.58,173.321,-206.702,,,466.272,159.176,215.587,-123.757
6598,0.7858,0.1168,314.958,542.22,160.04,2711.09,800.21,1625.963,1311.004,1.0,1.0002,333.393,606.297,432.366,454.736
6599,0.7586,0.0749,518.451,415.0,205.02,2074.99,1025.08,896.688,378.238,3.0,0.2156,332.75,157.048,418.883,346.662
6600,0.8573,0.1512,393.749,552.11,305.13,2760.55,1525.66,1078.396,684.647,2.0,0.4672,404.551,283.003,350.022,508.921
6601,0.8572,0.1542,290.303,205.89,204.86,1029.44,1024.32,-9.101,-299.404,,,52.198,11.617,117.085,168.988
6602,0.8121,0.3791,507.745,733.35,255.05,3666.76,1275.27,2054.09,1546.344,2.0,0.7614,487.738,737.272,325.844,889.053
